"sampleID","classLabel","maxProbability"
"TCGA.D3.A8GL","NC","0.9016842246055603"
"TCGA.D3.A8GM","2","0.9999383687973022"
"TCGA.D3.A8GN","2","0.9961937665939331"
"TCGA.D3.A8GO","3","0.9927980899810791"
"TCGA.D3.A8GP","NC","0.7109401226043701"
"TCGA.D3.A8GQ","1","0.9999972581863403"
"TCGA.D3.A8GR","4","0.9999229907989502"
"TCGA.D3.A8GS","2","0.9999479055404663"
"TCGA.D3.A8GV","NC","0.9034608602523804"
"TCGA.D9.A148","3","0.9503649473190308"
"TCGA.D9.A149","2","0.999985933303833"
"TCGA.D9.A1JW","2","0.9995300769805908"
"TCGA.D9.A1JX","NC","0.7563016414642334"
"TCGA.D9.A1X3","1","0.9259278178215027"
"TCGA.D9.A3Z1","2","0.9998670816421509"
"TCGA.D9.A3Z3","NC","0.6522988080978394"
"TCGA.D9.A4Z6","4","0.9660359621047974"
"TCGA.D9.A6E9","2","0.9682230353355408"
"TCGA.D9.A6EA","NC","0.5785269141197205"
"TCGA.D9.A6EC","4","0.9735068082809448"
"TCGA.D9.A6EG","4","0.9415665864944458"
"TCGA.DA.A1HV","2","0.99894779920578"
"TCGA.DA.A1HW","2","0.9987046718597412"
"TCGA.DA.A1HY","4","0.9152309894561768"
"TCGA.DA.A1I0","3","0.957945704460144"
"TCGA.DA.A1I1","NC","0.7754778265953064"
"TCGA.DA.A1I2","2","0.9999284744262695"
"TCGA.DA.A1I4","4","0.9999972581863403"
"TCGA.DA.A1I5","NC","0.7733161449432373"
"TCGA.DA.A1I7","NC","0.8681310415267944"
"TCGA.DA.A1I8","4","0.9993115663528442"
"TCGA.DA.A1IA","4","0.9988736510276794"
"TCGA.DA.A1IB","NC","0.8099686503410339"
"TCGA.DA.A1IC","NC","0.492389976978302"
"TCGA.DA.A3F2","6","0.9960796236991882"
"TCGA.DA.A3F3","NC","0.5780467987060547"
"TCGA.DA.A3F5","NC","0.8530375957489014"
"TCGA.DA.A3F8","NC","0.5404298901557922"
"TCGA.DA.A95V","3","0.9740412831306458"
"TCGA.DA.A95W","NC","0.41363614797592163"
"TCGA.DA.A95X","NC","0.7612107992172241"
"TCGA.DA.A95Y","4","0.9194547533988953"
"TCGA.DA.A95Z","4","0.9343979358673096"
"TCGA.EB.A44Q","2","0.9999334812164307"
"TCGA.EB.A44R","1","0.9620718955993652"
"TCGA.EB.A5KH","NC","0.8061416745185852"
"TCGA.EB.A5SG","2","0.999767005443573"
"TCGA.EB.A5SH","3","0.9994705319404602"
"TCGA.EB.A5UL","2","0.9999076128005981"
"TCGA.EB.A5UN","NC","0.7588185667991638"
"TCGA.EB.A5VV","NC","0.7101696133613586"
"TCGA.EB.A6L9","2","0.9998857975006104"
"TCGA.EE.A17X","NC","0.5644431710243225"
"TCGA.EE.A17Y","1","0.9177252650260925"
"TCGA.EE.A17Z","1","0.9935497641563416"
"TCGA.EE.A180","NC","0.8676192760467529"
"TCGA.EE.A181","2","0.9999319314956665"
"TCGA.EE.A182","3","0.9840144515037537"
"TCGA.EE.A183","NC","0.426566481590271"
"TCGA.EE.A184","3","0.9411396980285645"
"TCGA.EE.A185","NC","0.8931484818458557"
"TCGA.EE.A20B","NC","0.6481499075889587"
"TCGA.EE.A20C","4","0.9999827146530151"
"TCGA.EE.A20F","2","0.9975280165672302"
"TCGA.EE.A20H","1","0.9739504456520081"
"TCGA.EE.A20I","2","0.9991926550865173"
"TCGA.EE.A29A","4","0.9806422591209412"
"TCGA.EE.A29B","4","0.998207688331604"
"TCGA.EE.A29C","1","0.9992788434028625"
"TCGA.EE.A29D","NC","0.574481189250946"
"TCGA.EE.A29E","4","0.9695386290550232"
"TCGA.EE.A29G","NC","0.5654406547546387"
"TCGA.EE.A29H","1","0.9613165855407715"
"TCGA.EE.A29L","NC","0.6783645153045654"
"TCGA.EE.A29M","2","0.9999933242797852"
"TCGA.EE.A29N","2","0.9990319013595581"
"TCGA.EE.A29P","2","0.9997488856315613"
"TCGA.EE.A29Q","4","0.9708032608032227"
"TCGA.EE.A29R","1","0.995972216129303"
"TCGA.EE.A29S","1","0.9764935374259949"
"TCGA.EE.A29T","NC","0.5789124965667725"
"TCGA.EE.A29V","NC","0.7970997095108032"
"TCGA.EE.A29W","1","0.9192507266998291"
"TCGA.EE.A29X","6","0.9897032380104065"
"TCGA.EE.A2A0","NC","0.4852812588214874"
"TCGA.EE.A2A1","NC","0.602602481842041"
"TCGA.EE.A2A2","NC","0.8972925543785095"
"TCGA.EE.A2A5","NC","0.5919696092605591"
"TCGA.EE.A2A6","NC","0.8290213346481323"
"TCGA.EE.A2GB","NC","0.44312360882759094"
"TCGA.EE.A2GC","NC","0.9021320343017578"
"TCGA.EE.A2GD","NC","0.864395022392273"
"TCGA.EE.A2GE","6","0.9993367791175842"
"TCGA.EE.A2GH","NC","0.8315513730049133"
"TCGA.EE.A2GI","2","0.9999994039535522"
"TCGA.EE.A2GJ","NC","0.8605838418006897"
"TCGA.EE.A2GK","NC","0.7226561903953552"
"TCGA.EE.A2GL","NC","0.8175342679023743"
"TCGA.EE.A2GM","4","0.996259331703186"
"TCGA.EE.A2GN","NC","0.891606330871582"
"TCGA.EE.A2GO","NC","0.7624965906143188"
"TCGA.EE.A2GP","NC","0.6666438579559326"
"TCGA.EE.A2GR","1","0.9307777881622314"
"TCGA.EE.A2GS","2","0.984212338924408"
"TCGA.EE.A2GT","3","0.9501826763153076"
"TCGA.EE.A2GU","2","0.9983068704605103"
"TCGA.EE.A2M5","1","0.9528751969337463"
"TCGA.EE.A2M6","4","0.944792628288269"
"TCGA.EE.A2M7","3","0.9999581575393677"
"TCGA.EE.A2M8","NC","0.50709068775177"
"TCGA.EE.A2MC","2","0.9650210738182068"
"TCGA.EE.A2MD","NC","0.8108659982681274"
"TCGA.EE.A2ME","3","0.9963105320930481"
"TCGA.EE.A2MF","2","0.9821804761886597"
"TCGA.EE.A2MG","NC","0.6971772909164429"
"TCGA.EE.A2MH","2","0.9999275207519531"
"TCGA.EE.A2MI","NC","0.8210709095001221"
"TCGA.EE.A2MJ","2","0.9998051524162292"
"TCGA.EE.A2MK","3","0.9647123217582703"
"TCGA.EE.A2ML","3","0.956850528717041"
"TCGA.EE.A2MM","2","0.9731647372245789"
"TCGA.EE.A2MN","NC","0.7725735306739807"
"TCGA.EE.A2MP","NC","0.7369449138641357"
"TCGA.EE.A2MQ","1","0.9957478642463684"
"TCGA.EE.A2MR","NC","0.8514561057090759"
"TCGA.EE.A2MS","NC","0.51362144947052"
"TCGA.EE.A2MT","1","0.9815899729728699"
"TCGA.EE.A2MU","2","0.9999918937683105"
"TCGA.EE.A3AA","2","0.9999488592147827"
"TCGA.EE.A3AB","NC","0.4637191593647003"
"TCGA.EE.A3AC","2","0.9966843724250793"
"TCGA.EE.A3AD","4","0.9846664667129517"
"TCGA.EE.A3AE","2","0.9994483590126038"
"TCGA.EE.A3AF","NC","0.6262100338935852"
"TCGA.EE.A3AG","1","0.9983818531036377"
"TCGA.EE.A3AH","NC","0.6666587591171265"
"TCGA.EE.A3J3","2","0.9998424053192139"
"TCGA.EE.A3J4","NC","0.642837643623352"
"TCGA.EE.A3J5","2","0.9848604798316956"
"TCGA.EE.A3J7","4","0.9241040349006653"
"TCGA.EE.A3J8","4","0.998345136642456"
"TCGA.EE.A3JA","NC","0.5750852227210999"
"TCGA.EE.A3JB","4","0.9536458253860474"
"TCGA.EE.A3JD","2","0.9997640252113342"
"TCGA.EE.A3JE","NC","0.7350513935089111"
"TCGA.EE.A3JH","NC","0.8718992471694946"
"TCGA.EE.A3JI","4","0.9998998641967773"
"TCGA.ER.A193","NC","0.8661903142929077"
"TCGA.ER.A195","6","0.9928830862045288"
"TCGA.ER.A197","NC","0.9041950106620789"
"TCGA.ER.A198","2","0.9999498128890991"
"TCGA.ER.A199","2","0.9895018935203552"
"TCGA.ER.A19A","NC","0.5203949213027954"
"TCGA.ER.A19B","NC","0.8200539350509644"
"TCGA.ER.A19C","NC","0.8352037072181702"
"TCGA.ER.A19D","1","0.979430615901947"
"TCGA.ER.A19E","1","0.9997259974479675"
"TCGA.ER.A19F","1","0.9516491889953613"
"TCGA.ER.A19G","2","0.9999992847442627"
"TCGA.ER.A19H","NC","0.6883859038352966"
"TCGA.ER.A19J","4","0.9473484754562378"
"TCGA.ER.A19L","NC","0.8482978343963623"
"TCGA.ER.A19M","2","0.9954512715339661"
"TCGA.ER.A19N","6","0.9737851619720459"
"TCGA.ER.A19O","3","0.9581698179244995"
"TCGA.ER.A19P","NC","0.7006943821907043"
"TCGA.ER.A19Q","6","0.9645293354988098"
"TCGA.ER.A19S","NC","0.4908773601055145"
"TCGA.ER.A19W","2","0.999994158744812"
"TCGA.ER.A1A1","2","0.9994446635246277"
"TCGA.ER.A2NC","NC","0.6993417143821716"
"TCGA.ER.A2ND","NC","0.8908818960189819"
"TCGA.ER.A2NE","4","0.9972996115684509"
"TCGA.ER.A2NG","2","0.9999128580093384"
"TCGA.ER.A2NH","2","0.9767234325408936"
"TCGA.ER.A3ES","4","0.9993700385093689"
"TCGA.ER.A3ET","NC","0.36127960681915283"
"TCGA.ER.A3EV","1","0.9831897020339966"
"TCGA.ER.A3PL","4","0.9352216720581055"
"TCGA.ER.A42K","NC","0.5884161591529846"
"TCGA.ER.A42L","NC","0.5200420022010803"
"TCGA.FR.A3YN","2","0.9450036883354187"
"TCGA.FR.A3YO","4","0.990544319152832"
"TCGA.FR.A44A","NC","0.639640212059021"
"TCGA.FR.A69P","1","0.9691562056541443"
"TCGA.FR.A729","2","0.9886484742164612"
"TCGA.FR.A7U8","4","0.9994934797286987"
"TCGA.FR.A7U9","2","0.9999945163726807"
"TCGA.FR.A7UA","NC","0.5363548994064331"
"TCGA.FR.A8YC","3","0.9595475196838379"
"TCGA.FR.A8YD","1","0.9800704121589661"
"TCGA.FR.A8YE","3","0.9993636012077332"
"TCGA.FS.A1YW","3","0.9999884366989136"
"TCGA.FS.A1YX","4","0.9264737963676453"
"TCGA.FS.A1YY","4","0.9328274726867676"
"TCGA.FS.A1Z0","2","0.9999454021453857"
"TCGA.FS.A1Z3","4","0.9962412118911743"
"TCGA.FS.A1Z4","2","0.9999992847442627"
"TCGA.FS.A1Z7","NC","0.6124416589736938"
"TCGA.FS.A1ZA","1","0.9766660332679749"
"TCGA.FS.A1ZB","NC","0.47962382435798645"
"TCGA.FS.A1ZC","1","0.9344520568847656"
"TCGA.FS.A1ZD","1","0.9428561329841614"
"TCGA.FS.A1ZE","NC","0.851621687412262"
"TCGA.FS.A1ZF","1","0.9988088607788086"
"TCGA.FS.A1ZG","4","0.9911181330680847"
"TCGA.FS.A1ZH","NC","0.7326216101646423"
"TCGA.FS.A1ZJ","NC","0.8103976249694824"
"TCGA.FS.A1ZK","NC","0.8576012849807739"
"TCGA.FS.A1ZM","6","0.9486708641052246"
"TCGA.FS.A1ZP","3","0.9976218342781067"
"TCGA.FS.A1ZQ","NC","0.7703844308853149"
"TCGA.FS.A1ZR","NC","0.5898286700248718"
"TCGA.FS.A1ZS","NC","0.6741292476654053"
"TCGA.FS.A1ZT","NC","0.5091071724891663"
"TCGA.FS.A1ZU","4","0.999383807182312"
"TCGA.FS.A1ZW","2","0.9996625185012817"
"TCGA.FS.A1ZY","4","0.9165473580360413"
"TCGA.FS.A1ZZ","NC","0.8776858448982239"
"TCGA.FS.A4F0","4","0.9672183394432068"
"TCGA.FS.A4F2","4","0.9931355714797974"
"TCGA.FS.A4F4","1","0.9820680022239685"
"TCGA.FS.A4F5","NC","0.7207371592521667"
"TCGA.FS.A4F8","3","0.9778479933738708"
"TCGA.FS.A4F9","4","0.9919009804725647"
"TCGA.FS.A4FB","NC","0.8075764179229736"
"TCGA.FS.A4FC","NC","0.6112889647483826"
"TCGA.FS.A4FD","1","0.9306422472000122"
"TCGA.FW.A3I3","1","0.9834313988685608"
"TCGA.FW.A3R5","1","0.9998608827590942"
"TCGA.FW.A3TU","3","0.9982835054397583"
"TCGA.FW.A3TV","3","0.9935559630393982"
"TCGA.FW.A5DY","NC","0.7766895890235901"
"TCGA.GF.A3OT","1","0.9997696280479431"
"TCGA.GF.A4EO","2","0.9976758360862732"
"TCGA.GF.A6C8","2","0.9999995231628418"
"TCGA.GF.A6C9","2","0.9999692440032959"
"TCGA.GN.A262","4","0.9999496936798096"
"TCGA.GN.A264","4","0.9938972592353821"
"TCGA.GN.A265","2","0.9997897744178772"
"TCGA.GN.A266","NC","0.8797018527984619"
"TCGA.GN.A267","2","0.9971556663513184"
"TCGA.GN.A268","NC","0.8941565155982971"
"TCGA.GN.A26A","NC","0.8900282382965088"
"TCGA.GN.A26D","NC","0.8772104382514954"
"TCGA.GN.A4U3","4","0.9701129198074341"
"TCGA.GN.A4U4","NC","0.7660803198814392"
"TCGA.GN.A4U7","NC","0.9140353798866272"
"TCGA.GN.A4U8","2","0.9999885559082031"
"TCGA.GN.A4U9","1","0.9998387098312378"
"TCGA.GN.A8LK","4","0.9971842169761658"
"TCGA.GN.A8LL","NC","0.5939067602157593"
"TCGA.GN.A9SD","NC","0.38947105407714844"
"TCGA.HR.A2OG","NC","0.631984293460846"
"TCGA.HR.A2OH","2","0.9877084493637085"
"TCGA.LH.A9QB","4","0.9670224189758301"
"TCGA.OD.A75X","NC","0.8325397372245789"
"TCGA.QB.A6FS","NC","0.7781790494918823"
"TCGA.QB.AA9O","2","0.9332422018051147"
"TCGA.RP.A690","NC","0.7433094382286072"
"TCGA.RP.A693","2","0.9875503182411194"
"TCGA.RP.A694","NC","0.5163559317588806"
"TCGA.RP.A695","NC","0.5375251770019531"
"TCGA.RP.A6K9","3","0.9998717308044434"
"TCGA.W3.A824","2","0.999997615814209"
"TCGA.W3.A825","1","0.9996352195739746"
"TCGA.W3.A828","1","0.9963120818138123"
"TCGA.W3.AA1O","NC","0.5012442469596863"
"TCGA.W3.AA1Q","3","0.9816266298294067"
"TCGA.W3.AA1R","NC","0.5005513429641724"
"TCGA.W3.AA1V","4","0.9824482798576355"
"TCGA.W3.AA1W","2","0.9912276864051819"
"TCGA.W3.AA21","NC","0.6532272696495056"
"TCGA.WE.A8JZ","1","0.9355837106704712"
"TCGA.WE.A8K1","2","0.9999992847442627"
"TCGA.WE.A8K5","1","0.9957310557365417"
"TCGA.WE.A8K6","4","0.9872302412986755"
"TCGA.WE.A8ZM","3","0.9841890931129456"
"TCGA.WE.A8ZN","2","0.9364920854568481"
"TCGA.WE.A8ZO","NC","0.6539867520332336"
"TCGA.WE.A8ZQ","NC","0.8918073773384094"
"TCGA.WE.A8ZR","NC","0.8143133521080017"
"TCGA.WE.A8ZT","NC","0.5177720189094543"
"TCGA.WE.A8ZX","2","0.9965856075286865"
"TCGA.WE.A8ZY","2","0.9999485015869141"
"TCGA.WE.AA9Y","1","0.9769351482391357"
"TCGA.WE.AAA0","2","0.9999872446060181"
"TCGA.WE.AAA3","NC","0.8330526947975159"
"TCGA.WE.AAA4","NC","0.7347091436386108"
"TCGA.XV.AB01","3","0.9986804127693176"
"TCGA.YD.A89C","1","0.9976286292076111"
"TCGA.YD.A9TA","1","0.9958223104476929"
"TCGA.YD.A9TB","NC","0.8434029221534729"
"TCGA.YG.AA3O","1","0.9687341451644897"
"TCGA.YG.AA3P","4","0.9958689212799072"
"TCGA.Z2.A8RT","2","0.9999686479568481"
"TCGA.Z2.AA3S","4","0.9298067688941956"
"TCGA.Z2.AA3V","3","0.9770759344100952"
"TCGA.H7.A6C5","3","0.9998263716697693"
"TCGA.IQ.7631","1","0.9627763628959656"
"TCGA.2A.A8VX","4","0.9942288398742676"
"TCGA.EJ.7325","NC","0.6654651761054993"
"TCGA.EJ.A46B","3","0.9999549388885498"
"TCGA.EJ.A46E","3","0.999990701675415"
"TCGA.EJ.A46F","4","0.9932233095169067"
"TCGA.EJ.A46H","3","0.9999985694885254"
"TCGA.EJ.A65M","3","0.9506004452705383"
"TCGA.EJ.A8FO","3","0.9999946355819702"
"TCGA.EJ.A8FP","3","0.9999996423721313"
"TCGA.EJ.AB20","3","0.9993060827255249"
"TCGA.G9.6332","NC","0.7124423980712891"
"TCGA.G9.6338","3","0.9705492854118347"
"TCGA.G9.6339","3","0.9832337498664856"
"TCGA.G9.6343","3","0.9953497648239136"
"TCGA.G9.6354","NC","0.7876080870628357"
"TCGA.G9.6362","NC","0.8906514644622803"
"TCGA.G9.6369","NC","0.789532482624054"
"TCGA.G9.6373","NC","0.6493126749992371"
"TCGA.G9.6496","3","0.9678890109062195"
"TCGA.G9.6498","3","0.9995367527008057"
"TCGA.G9.7525","NC","0.765424907207489"
"TCGA.H9.A6BX","3","0.9999833106994629"
"TCGA.HC.7738","3","0.999051034450531"
"TCGA.HC.7745","3","0.9999997615814209"
"TCGA.HC.7752","3","0.9988986253738403"
"TCGA.HC.7817","3","0.9997292160987854"
"TCGA.HC.7819","3","0.9888331890106201"
"TCGA.HC.8259","NC","0.8647291660308838"
"TCGA.HI.7169","3","0.9995833039283752"
"TCGA.J4.A83J","3","0.9998648166656494"
"TCGA.J9.A52C","3","0.9882813096046448"
"TCGA.J9.A52E","1","0.9999494552612305"
"TCGA.KC.A7F5","4","0.9993435740470886"
"TCGA.KK.A59V","2","0.9170005321502686"
"TCGA.KK.A7AQ","NC","0.7969933748245239"
"TCGA.KK.A7AW","3","0.9367395043373108"
"TCGA.KK.A7AY","4","0.9496809840202332"
"TCGA.KK.A7AZ","NC","0.7229756712913513"
"TCGA.KK.A7B0","3","0.9957506656646729"
"TCGA.KK.A7B2","3","0.9273533821105957"
"TCGA.KK.A8I7","3","0.9999998807907104"
"TCGA.KK.A8IM","NC","0.779198408126831"
"TCGA.M7.A71Z","4","0.999872088432312"
"TCGA.M7.A723","3","0.9990359544754028"
"TCGA.M7.A724","4","0.9999542236328125"
"TCGA.MG.AAMC","4","0.9563645124435425"
"TCGA.V1.A8MK","3","0.9999982118606567"
"TCGA.V1.A8MM","3","0.9835035800933838"
"TCGA.V1.A9OT","3","0.999900221824646"
"TCGA.VN.A88M","NC","0.6815639138221741"
"TCGA.X4.A8KQ","NC","0.8812892436981201"
"TCGA.XJ.A83F","NC","0.5713934898376465"
"TCGA.XJ.A9DQ","3","0.9999929666519165"
"TCGA.XJ.A9DX","3","0.9367122054100037"
"TCGA.ZG.A9L9","1","0.9885962605476379"
"TCGA.ZG.A9LB","1","0.9977505803108215"
"TCGA.ZG.A9LM","NC","0.6014165878295898"
"TCGA.ZG.A9LU","4","0.972271740436554"
"TCGA.A4.7287","1","0.9747716784477234"
"TCGA.A4.7828","3","0.9991616010665894"
"TCGA.AL.3467","NC","0.6585718989372253"
"TCGA.B3.4104","4","0.9612005949020386"
"TCGA.HE.7130","NC","0.589185357093811"
"TCGA.HE.A5NK","NC","0.7490935325622559"
"TCGA.2J.AABP","1","0.9326794743537903"
"TCGA.2L.AAQM","3","0.9998964071273804"
"TCGA.3A.A9IJ","4","0.9923753142356873"
"TCGA.3A.A9IL","3","0.9999939203262329"
"TCGA.3A.A9IN","3","0.9999973773956299"
"TCGA.3A.A9IO","3","0.9980575442314148"
"TCGA.3A.A9IR","3","0.998993456363678"
"TCGA.3A.A9IS","NC","0.6399667263031006"
"TCGA.3A.A9IV","3","0.9908736944198608"
"TCGA.F2.6880","3","0.9999923706054688"
"TCGA.F2.7273","3","0.985798180103302"
"TCGA.F2.7276","NC","0.6632323861122131"
"TCGA.FB.A7DR","NC","0.7573672533035278"
"TCGA.FB.AAPP","NC","0.6536008715629578"
"TCGA.H8.A6C1","NC","0.8499980568885803"
"TCGA.HV.A7OP","NC","0.7758379578590393"
"TCGA.HZ.7289","1","0.9964823722839355"
"TCGA.HZ.7918","3","0.9762242436408997"
"TCGA.HZ.7920","3","0.9998806715011597"
"TCGA.HZ.7923","3","0.9993095397949219"
"TCGA.HZ.7924","3","0.9717759490013123"
"TCGA.HZ.8638","NC","0.5217484831809998"
"TCGA.IB.AAUV","6","0.9808308482170105"
"TCGA.IB.AAUW","3","0.9923835396766663"
"TCGA.RL.AAAS","6","0.9980286955833435"
"TCGA.US.A77J","NC","0.9041340351104736"
"TCGA.3B.A9HJ","NC","0.8371907472610474"
"TCGA.DX.A1L2","3","0.9282628893852234"
"TCGA.DX.A23U","4","0.9565105438232422"
"TCGA.DX.A6B8","4","0.9829677939414978"
"TCGA.DX.A6YZ","NC","0.7685207724571228"
"TCGA.DX.A8BG","2","0.9988516569137573"
"TCGA.DX.A8BP","2","0.9731893539428711"
"TCGA.DX.AATS","NC","0.5576716065406799"
"TCGA.DX.AB2J","NC","0.6854566931724548"
"TCGA.DX.AB30","1","0.9981424808502197"
